id,status,sort,user_created,date_created,user_updated,date_updated,model,brand_name,image,price,discount_info,partner_name,partner_link_url,partner_link_rel_2,partner_link_title,ceneo_url,ceneo_link_rel_2,ceneo_link_title,max_performance,max_area,max_area_ro,has_humidification,humidification_type,humidification_switch,humidification_efficiency,humidification_performance_measure,humidification_area,water_tank_capacity,hygrometer,hygrostat,min_value_for_hygrostat,max_value_for_hygrostat,increment_of_the_hygrostat,evaporative_filter,evaporative_filter_life,evaporative_filter_price,ionizer_type,ionizer_switch,mesh_filter,hepa_filter,hepa_filter_service_life,cations_count,anions_count,hepa_filter_price,carbon_filter,carbon_filter_service_life,carbon_filter_price,uvc,uv_light_generator,mobile_app,mobile_features,remote_control,control_other,rated_power_consumption,width,height,weight,depth,review_link,ionization,rated_voltage,capability_points,capability,profitability_points,ranking,profitability,min_loudness,max_loudness,max_rated_power_consumption,filter_type,coffered_type,integrated_price,integrated_hepa_filter_service_life,separate_price,separate_hepa_filter_service_life,separate_price_carbon,separate_carbon-filter_service_life,certificates,pm2_sensor,pm2_indicator,colors,number_of_fan_speeds,functions,lzo_tvcop_sensor,temperature_sensor,humidity_sensor,light_sensor,hepa_filter_class,effectiveness_hepa_filter,info_ionization,info_loudness,info_rated_power_consumption,pm2_concentration_1,pm2_concentration_2,pm2_concentration_3,pm2_concentration_4,pm2_concentration_5,pm2_concentration_6,air_state_1,air_state_2,air_state_3,air_state_4,air_state_5,air_state_6,indicator_color_1,indicator_color_2,indicator_color_3,indicator_color_4,indicator_color_5,indicator_color_6,price_date,ranking_hidden,auto_points,estetic,filter_costs,other_filter,functions_and_equipment,heating_and_cooling_function,with_fan,min_area_ro,image_url,main_ranking,for_kids,cooling_function,bedroom,smokers,office,kindergarten,astmatic,alergic,type_of_device,silver_ion,type,is_promo,gallery
33,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-17T11:45:05.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2025-02-11T10:06:18.000Z,UA-KIL60E-W,Sharp,9e9e4a5d-9e74-40b1-8484-b1c34292a4eb,3999,,,,"[""nofollow"",""noopener""]",,https://www.ceneo.pl/102105820#crid=427094&pid=16557,"[""nofollow"",""noopener""]",Sprawdź cenę na Ceneo.pl,408,50,51,1,vapor,1,660,"18,65",94,4,1,1,45,65,"45, 50, 55, 60, 65",1,120,159,plasma,1,1,1,120,,,329,1,219,120,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,5,40,68.6,10.8,33.9,/recenzje/sharp-ua-kil60e-w/,1,220-240,73,73,28,63,28,20,51,61,0,1,0,,329,120,219,120,"[""BAF"",""PZH""]",1,0,"[""biały""]",3,"[""2"",""1"",""3"",""funkcja Plasmacluster Ion Shower"",""funkcja Pollen"",""4""]",0,0,0,0,0,99.95,,,,,,,,,,,,,,,,,,,,,,2025-02-11,FALSE,,,Wymiana filtra HEPA do 10 lat - 329 zł. Wymiana filtra węglowego do 10 lat - 249 zł. Wymiana filtra wody do 10 lat - 169 zł. Wymiana generatora jonów do 10 lat - 299 zł. Koszt roczny od 100 zł (zważywszy na polskie zapylenie może wynosić 200-300 zł).,,"[""Nawilżacz ewaporacyjny"",""Jonizator plazmowy"",""Tryb auto""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,nie,"[""Oczyszczacz powietrza z nawilżaczem""]",,with_humi_ion,FALSE,"[735,736,737,738,739,740]"
34,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-17T11:46:44.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2025-02-11T10:06:39.000Z,UA-KIL80E-W,Sharp,7d9dd102-6e5b-4023-a670-59f72487b1b8,4499,,,,"[""nofollow"",""noopener""]",,https://www.ceneo.pl/102078786#crid=432153&pid=16557,"[""nofollow"",""noopener""]",link do Ceneo.pl,498,62,62,1,vapor,1,700,"18,65",100,4,1,1,45,65,"45, 50, 55, 60, 65",1,120,169,plasma,1,1,1,120,,,399,1,120,219,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,6,40,69.3,11.8,35.9,/recenzje/sharp-ua-kil80e-w/,1,220-240,82,82,28,64,28,21,55,103,0,1,0,,399,120,219,120,"[""PZH"",""BAF""]",1,0,"[""biały""]",3,"[""1"",""2"",""3"",""funkcja Plasmacluster Ion Shower"",""funkcja Pollen"",""4"",""Plasmacluster Spot"",""autoczyszczenie filtra wstępnego""]",0,0,0,0,0,99.95,,,,,,,,,,,,,,,,,,,,,,2025-02-11,FALSE,,,Wymiana filtra HEPA do 10 lat - 329 zł. Wymiana filtra węglowego do 10 lat - 249 zł. Wymiana filtra wody do 10 lat - 169 zł. Wymiana generatora jonów do 10 lat - 299 zł. Koszt roczny od 100 zł (zważywszy na polskie zapylenie może wynosić 200-300 zł).,,"[""Tryb auto"",""Jonizator plazmowy"",""Nawilżacz ewaporacyjny""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,nie,"[""Oczyszczacz powietrza z nawilżaczem""]",,with_humi_ion,FALSE,"[741,742,743,744,745,746]"
35,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-17T12:06:09.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2025-02-11T10:07:22.000Z,UA-KIN50E-W,Sharp,e8ef4dda-7402-49a4-97cb-12a27f1dc6f5,2699,,,,"[""nofollow"",""noopener""]",,https://www.ceneo.pl/120231605#crid=512606&pid=16557,"[""nofollow"",""noopener""]",Sprawdź cenę na Ceneo.pl,306,38,38,1,vapor,1,600,,85,2700,1,1,45,65,"45, 50, 55, 60, 65",1,120,169,plasma,1,1,1,120,,,299,1,120,228,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,5,38.4,61.9,8.2,23,/recenzje/sharp-ua-kin50e-w/,1,220-240,72,59,37,48,34,17,51,51,0,1,0,,299,120,228,120,"[""BAF"",""PZH""]",0,1,"[""biały""]",3,"[""1"",""2"",""3"",""4"","" Ion Shower"",""Tryb Pollen"",""timer (ON/OFF)""]",0,0,0,0,0,99.95,,,,,,,,,,,,,,,,,,,,,,2025-02-11,FALSE,,,,,"[""Tryb auto"",""Jonizator plazmowy"",""Nawilżacz ewaporacyjny"",""Miernik wielofunkcyjny""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,nie,"[""Oczyszczacz powietrza z nawilżaczem""]",,with_humi_ion,FALSE,"[747,748,749,750,751,752,753]"
36,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-17T12:08:38.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2025-02-11T10:12:17.000Z,UA-KIN40E-W,Sharp,f72a9482-8318-4e5b-bc00-00cc90fb4c1b,2199,,,,[],,https://www.ceneo.pl/120230814#crid=512868&pid=16557,"[""nofollow"",""noopener""]",Sprawdź cenę na Ceneo.pl,240,28,30,1,vapor,1,440,,62,3,1,1,45,65,"45, 50, 55, 60, 65",1,120,179,plasma,1,1,1,120,,,129,1,120,199,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,5,38.4,61.9,8.2,23,/recenzje/sharp-ua-kin-40/,1,220-240,56,56,33,54,37,17,46,29,0,1,0,,0,,0,,"[""BAF"",""PZH""]",0,1,"[""biały""]",3,"[""1"",""2"",""3"",""4"",""tryb Pollen"",""timer (ON/OFF)"",""""]",0,0,0,0,0,99.95,,,,,,,,,,,,,,,,,,,,,,2025-02-11,FALSE,,,,,"[""Nawilżacz ewaporacyjny"",""Jonizator plazmowy"",""Tryb auto"",""Miernik wielofunkcyjny""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,nie,"[""Oczyszczacz powietrza z nawilżaczem""]",,with_humi_ion,FALSE,[]
37,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-23T09:36:02.000Z,ce682939-7d3b-4f32-85de-df7f56fffb04,2024-12-10T08:21:50.000Z,Storm,Coway,2cb5e97c-9f1a-4b48-89ac-6771238ff60d,1799,,,,[],,https://www.ceneo.pl/83748063#crid=522855&pid=16557,"[""nofollow"",""noopener""]",Sprawdź cenę na Ceneo.pl,492,70,62,0,,0,,,,,0,0,,,,0,,,,0,1,1,12,,,,1,12,,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,5,41,76.5,12,24,/recenzje/coway-storm/,0,220-240,,61,,,52,22,44,65,0,1,0,,379,2,379,12,,laserowy,1,"[""biały""]",3,"[""timer"",""regulacja kierunku przepływu powietrza"",""2"",""1"",""tryb Eco""]",,,,0,0,99.95,,,,,,,,,,Dobre,Średnie,Złe,Bardzo złe,,,zielony,niebieski,żółty,czerwony,,,2024-12-10,FALSE,,,Wymiana zestawu filtrów co 2 lata - 439 zł. Roczny koszt od 219 zł.,,"[""Tryb auto""]",nie,nie,,,tak,nie,nie,nie,tak,tak,tak,nie,nie,,,just_purifier,FALSE,"[411,412,413,414,415,416]"
38,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-23T09:52:31.000Z,ce682939-7d3b-4f32-85de-df7f56fffb04,2024-08-09T12:22:02.000Z,Airmega 300S,Coway,02275aa4-48b1-46d3-b333-e86c7f4c4849,2299,,,,[],,https://www.ceneo.pl/84648607#crid=522853&pid=16557,"[""noopener"",""nofollow""]",Sprawdź cenę na Ceneo.pl,490,70,61,0,,0,,,,,0,0,,,,0,,,,0,1,1,12,,,,1,12,,0,,1,"[""Wi-Fi 2,4 GHZ""]",0,,6,34.5,53.2,12,34.5,/recenzje/coway-airmega-300s/,0,220-240,64,64,43,33,43,22,50,58,0,1,0,,299,12,299,12,"[""ECARF"",""PZH""]",0,1,"[""biały""]",3,"[""2"",""1"",""4"",""timer"",""tryb Eco""]",,,,,0,99.95,,,,,,,,,,dobre,średnie,złe,bardzo złe,,,niebieski,zielony,żółty,czerwony,,,2024-08-09,FALSE,,,Wymiana filtrów HEPA i węglowego co 1 rok - 299 zł. Koszt roczny od 299 zł.,,"[""Tryb auto"",""Sterowanie smartfonem""]",1,0,,,tak,nie,nie,nie,nie,tak,tak,nie,nie,,,,FALSE,"[417,418,419]"
39,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-23T09:59:43.000Z,ce682939-7d3b-4f32-85de-df7f56fffb04,2024-08-09T10:46:12.000Z,Classic,Coway,3f1fce8b-b1db-4e02-8109-8bd6cc392534,1299,,,,"[""nofollow"",""noopener""]",,https://www.ceneo.pl/83748071#crid=522854&pid=16557,"[""nofollow"",""noopener""]",Sprawdź cenę na Ceneo.pl,300,40,37,0,,0,,,,,0,0,,,,0,,,,0,1,1,12,,,,1,12,,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,4,37.6,64.1,7.25,18.3,/recenzje/coway-classic/,0,220-240,35,35,44,29,42,22,47,38,0,1,0,,209,12,,12,"[""ECARF"",""PZH""]",0,1,"[""biały""]",3,"[""1"",""2"",""3"",""tryb eco"",""4""]",1,1,1,0,1,99.5,,,,0-21,22-40,41-76,77-300,,,dobre,średnie,złe,bardzo złe,,,niebieski,turkosowy,żółty,czerwony,,,2024-08-09,FALSE,,,Zestaw filtrów HEPA + węglowy co 12 miesięcy - 209 zł. Filtr wstępny (w przypadku zniszczenia) - 44 zł. Roczny koszt od 209 zł.,,"[""Tryb auto""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,nie,,,,FALSE,"[423,424,425,426,427]"
40,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-23T10:18:22.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2025-02-11T10:55:10.000Z,Hue&Healing,Coway,ade50752-3c58-4111-bb36-ebc4001cb25f,1799,,,,[],,https://www.ceneo.pl/102768070#crid=480795&pid=16557,"[""nofollow"",""noopener""]",Sprawdź cenę na Ceneo.pl,270,35,34,1,vapor,0,450,,64,2,1,0,,,,1,12,89,,0,1,1,18,,,99,1,18,119,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,6,41.1,51.5,10,27.2,/recenzje/coway-hue-healing/,0,220-230,48,48,42,34,42,22,43,29,0,1,0,,99,18,117,18,,0,1,"[""beżowy""]",5,"[""1"",""2"",""timer"",""3"",""regulacja czułości czujnka pyłów""]",,,0,0,1,99.5,,,,,,,,,,,,,,,,,,,,,,2025-02-11,FALSE,,,"Wymienny filtr HEPA H13 (2 filtry w paczce) – cena 99 zł, żywotność do 12-18 mies
Wymienny filtr węglowy – cena 119 zł, żywotność do 12-18 mies.
Wymienny filtr nawilżacza – cena 99 zł, żywotność do 6-12 mies.",,"[""Nawilżacz ewaporacyjny"",""Tryb auto""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,nie,"[""Oczyszczacz powietrza z nawilżaczem""]",,with_humi,FALSE,"[420,421,422]"
41,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-23T12:11:53.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2024-11-06T15:00:49.000Z,AMF220/15 3w1 Pure Breeze&Hot,Philips,585745ca-fe6f-4eba-8509-f8083a75852f,699,,,,[],,https://www.ceneo.pl/104973062#crid=465889&pid=16557,"[""noopener"",""nofollow""]",,165,20,21,0,,0,,,,,0,0,,,,0,,,,0,1,1,24,,,339,1,,,0,,0,"[""Wi-Fi 2,4 GHZ""]",1,,7,25,59,4.9,25,/recenzje/philips-amf220-15/,0,220–240,,6,,79,12,35,49,25,1,,0,,0,,0,,,1,0,"[""czarny""]",3,"[""funkcja ogrzewania powietrza"",""oscylacja głowicy (350°)""]",1,1,1,1,0,99.95,,,,0-12,13-35,36-55,Ponad 55,,,Dobra jakość powietrza,Przeciętna jakość powietrza,Zła jakość powietrza,Bardzo zła jakość powietrza,,,Niebieski,Fuksjowy,Czerwony,Brunatnoczerwony,,,2024-11-06,FALSE,,,Wymiana filtra HEPA z węglowym do 2 lat - 309 zł. Koszt roczny od około 159 zł.,,"[""Tryb auto"",""Pilot""]",tak,nie,,,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,FALSE,"[572,573,574,575,576]"
44,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-24T08:28:54.000Z,ce682939-7d3b-4f32-85de-df7f56fffb04,2024-12-11T08:53:59.000Z,Dual Scan AC3854/50,Philips,d2879211-88d9-4e4d-a19a-2d1aee798986,2289,,,,"[""nofollow"",""noopener""]",,https://www.ceneo.pl/88152184#crid=532406&pid=16557,"[""noopener"",""nofollow""]",,610,73,76,0,,0,,,,,0,0,,,,0,,,,0,1,1,36,,,339,1,,,0,,1,"[""Wi-Fi 2,4 GHZ""]",0,,4.1,37,78.4,9.4,36.6,/recenzje/philips-dual-scan-ac3858-50-i-philips-dual-scan-ac3854-50/,0,220-240,56,78,41,39,83,34,65,53,1,,0,,0,,0,,,1,0,"[""srebrny""]",4,"[""2"",""4"",""1"",""6""]",0,1,1,0,0,99.95,,"Maksymalnie: poniżej 65 dB, prędkość 2: poniżej 50 dB","4,1-53,1",0-12,13-35,36-55,Ponad 55,,,Dobra jakość powietrza,Średnia jakość powietrza,Zła jakość powietrza,Bardzo zła jakość powietrza,,,Niebieski,Niebieskofioletowy,Fioletowoczerwony,Czerwony,,,2024-12-11,FALSE,,,Wymiana filtra zintegrowanego co 3 lata - 379 zł. Roczny koszt od 126 zł.,,"[""Tryb auto"",""Sterowanie smartfonem"",""Czujnik LZO""]",1,0,,,nie,nie,nie,nie,nie,tak,tak,nie,nie,,,,FALSE,[]
45,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-24T08:54:45.000Z,ce682939-7d3b-4f32-85de-df7f56fffb04,2024-08-09T12:14:22.000Z,AC3829/10,Philips,3319be4f-ad0b-4866-b9cc-d6cae58365e3,1999,,,,"[""nofollow"",""noopener""]",link do Ceneo.pl,https://www.ceneo.pl/63524228#crid=240277&pid=16557,"[""nofollow"",""noopener""]",,310,37,39,1,vapor,1,600,,,3500,1,1,40,60,"40, 50, 60",1,12,98,,0,1,1,,,,,1,,,0,,1,"[""Wi-Fi 2,4 GHZ""]",0,,,42.4,69.3,5.7,29.5,https://ranking-oczyszczaczy.pl/recenzje/philips-ac3829-10/,0,220-240,44,44,34,,34,32,62,45,0,1,0,,179,24,149,12,,1,0,"[""biały""]",3,"[""1"",""2"",""3"",""4"",""6"",""timer""]",1,1,0,1,0,99.95,,,,0-12,13-35,36-55,Ponad 55,,,Dobra jakość powietrza,Umiarkowana jakość powietrza,Zła jakość powietrza,Bardzo zła jakość powietrza,,,Niebieski,Niebieskofioletowy,Fioletowoczerwony,Czerwony,,,2024-08-09,FALSE,,,,,"[""Tryb auto"",""Nawilżacz ewaporacyjny"",""Miernik wielofunkcyjny"",""Sterowanie smartfonem""]",1,0,,,nie,nie,nie,nie,nie,tak,tak,nie,nie,,,,FALSE,"[673,674,675,676,677,678,679,680,681,682]"
46,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-24T09:06:27.000Z,94875643-bc29-4c6b-89d0-3b59e7ddf858,2023-01-12T12:10:58.000Z,AC1214/10,Philips,743415d7-9d87-4db3-86c8-5be44e662177,1219,,,,"[""nofollow"",""noopener""]",,https://www.ceneo.pl/59187315#crid=228769&pid=16557,"[""nofollow"",""noopener""]",link do Ceneo.pl,270,32,34,0,,0,,,,,0,0,,,,0,,,,0,1,1,,,,,1,,,0,,1,"[""Wi-Fi 2,4 GHZ""]",0,,,32.5,54.3,6.64,21,https://ranking-oczyszczaczy.pl/recenzje/philips-ac1214-10/,0,220-240,,0,,,0,32,62,50,0,1,0,,148,24,89,12,,1,0,"[""biały""]",4,"[""2"",""1"",""3"",""4"",""6"",""timer""]",1,1,1,1,0,99.95,,,,,,,,,,,,,,,,,,,,,,2023-01-12,TRUE,,,,,,1,0,,,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,FALSE,"[656,657,658,659]"
48,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-24T09:34:49.000Z,f76fde35-7e8f-49bd-893d-9706def1e294,2024-11-06T14:47:09.000Z,AC2729/51,Philips,edcc99ea-65da-4065-aa03-f53c5f422ff8,1599,,,,"[""nofollow"",""noopener""]",,https://www.ceneo.pl/72385965#crid=293919&pid=16557,"[""nofollow"",""noopener""]",link do Ceneo.pl,250,30,31,1,vapor,1,500,,,2000,1,1,40,60,"40, 50, 60",1,12,69,,0,1,1,,,,,1,,,0,,1,"[""Wi-Fi 2,4 GHZ""]",0,,6,39.6,58,,23,https://ranking-oczyszczaczy.pl/recenzje/philips-ac2729-50/,0,220-240,36,36,31,57,34,40,58,24.5,0,1,0,,169,24,99,12,,1,0,"[""biały""]",3,"[""1"",""2"",""3"",""4"",""6"",""timer""]",1,1,0,1,0,99.95,,"Maksymalnie: ponad 57 dB, 3 prędkość: ponad 54 dB","5,9-24,5",0-12,13-35,35-55,Ponad 55,,,Dobra jakość powietrza,Umiarkowana jakość powietrza,Zła jakość powietrza,Bardzo zła jakość powietrza,,,Niebieski,Niebieskofioletowy,Fioletowoczerwony,Czerwony,,,2024-11-06,FALSE,,,Wymiana filtra HEPA co 1 rok - 159 zł. Wymiana filtra węglowego co 1 rok - 119 zł. Wymiana filtra nawilżacza co 2 lata - 59 zł. Roczny koszt od 307 zł.,,"[""Nawilżacz ewaporacyjny"",""Sterowanie smartfonem"",""Tryb auto""]",1,0,,,tak,nie,nie,nie,nie,nie,nie,nie,nie,"[""Oczyszczacz powietrza z nawilżaczem""]",,,FALSE,"[660,661,662,663,664,665,666,667,668,669,670,671,672]"
49,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-24T09:42:37.000Z,94875643-bc29-4c6b-89d0-3b59e7ddf858,2023-01-12T12:10:47.000Z,AC1215/10,Philips,d7a7c9ea-823a-4652-9c20-752e9d2a0080,873,,,,"[""nofollow"",""noopener""]",,https://www.ceneo.pl/57382115#crid=163426&pid=16557,"[""nofollow"",""noopener""]",link do Ceneo.pl,270,32,34,0,,0,,,,,0,0,,,,0,,,,0,1,1,,,,,1,,,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,,32.5,54.1,5.34,21.1,https://ranking-oczyszczaczy.pl/recenzje/philips-ac1215-10/,0,220-240,,0,,,0,33,60,50,0,1,0,,148,24,89,12,,1,0,"[""biały""]",4,"[""1"",""2"",""3"",""4"",""timer""]",1,1,1,1,0,99.95,,,,,,,,,,,,,,,,,,,,,,2023-01-12,TRUE,,,,,,1,0,,,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,FALSE,"[653,654,655]"
51,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-24T09:59:23.000Z,ce682939-7d3b-4f32-85de-df7f56fffb04,2024-09-10T15:11:12.000Z,AC5659/10,Philips,56c469e4-2cdb-4de5-a174-7d3b26c1ffff,1499,,,,"[""nofollow"",""noopener""]",,https://www.ceneo.pl/63490514#crid=331540&pid=16557,"[""nofollow"",""noopener""]",,500,60,63,0,,0,,,,,0,0,,,,0,,,,0,1,1,,,,,1,,,0,,1,"[""Wi-Fi 2,4 GHZ""]",0,,,33.5,45,8.8,32,https://ranking-oczyszczaczy.pl/recenzje/philips-ac5659-10/,0,220-240,52,52,42,35,53,35,62,82,0,1,0,,24,319,12,217,,1,0,"[""biały""]",5,"[""1"",""2"",""3"",""4"",""6""]",0,1,1,1,0,99.95,,,,0-12,13-35,36-55,Ponad 55,,,Dobra jakość powietrza,Średnia jakość powietrza,Zła jakość powietrza,Bardzo zła jakość powietrza,,,Niebieski,Niebieskofioletowy,Fioletowoczerwony,Czerwony,,,2024-09-10,TRUE,,,Wymiana filtra HEPA co 2 lata - 349 zł. Wymiana filtra węglowego co 1 rok - 249 zł. Roczny koszt od ok. 424 zł.,,"[""Tryb auto"",""Sterowanie smartfonem""]",1,0,,https://staging.ranking-oczyszczaczy.pl/wp-content/uploads/PHILIPS-AC5659_10.png,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,FALSE,"[599,600,601,602]"
52,published,,94875643-bc29-4c6b-89d0-3b59e7ddf858,2022-08-24T10:05:03.000Z,ce682939-7d3b-4f32-85de-df7f56fffb04,2024-08-09T12:20:21.000Z,AC6608/10,Philips,682fd42e-4629-4d82-a196-97e97a2ec804,3299,,,,"[""nofollow"",""noopener""]",,https://www.ceneo.pl/63665217#crid=209702&pid=16557,"[""nofollow"",""noopener""]",link do Ceneo.pl,657,78,82,0,,0,,,,,0,0,,,,0,,,,0,1,1,,,,,1,,,0,,0,"[""Wi-Fi 2,4 GHZ""]",0,,,50.6,60.8,10.7,40.2,https://ranking-oczyszczaczy.pl/recenzje/philips-ac6608-10/,0,220-240,71,71,35,,35,36,65,82,0,1,0,,24,449,12,239,,1,0,"[""biały""]",4,"[""2"",""1"",""3"",""4""]",1,1,1,1,0,99.95,,,,0-12,13-35,36-55,Ponad 55,,,Dobra jakość powietrza,Umiarkowana jakość powietrza,Zła jakość powietrza,Bardzo zła jakość powietrza,,,Niebieski,Niebieskofioletowy,Fioletowoczerwony,Czerwony,,,2024-08-09,TRUE,,,,,,1,0,,,nie,nie,nie,nie,nie,tak,tak,nie,nie,,,,FALSE,"[595,596,597,598]"
